CloudFraction,Latitude,Longitude,ScanTime
39.584312,-3.211389,-60.526836,1404544391
100.000000,-3.228008,-60.688393,1423426249
0.000000,0.000000,0.000000,0
69.867622,-3.217849,-60.599503,1437893962
33.926929,-1.537483,-60.407181,1442646351
0.000000,0.000000,0.000000,0
91.755051,-3.228241,-60.564072,1422387808
0.000000,-3.193995,-60.576088,1442907305
97.551056,-3.199579,-60.525097,1421266473
3.567693,-3.211230,-60.610111,1404633322
96.263397,-3.223327,-60.650291,1386184389
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
74.275024,-3.210487,-60.606030,1450640903
96.367012,-2.945176,-59.607151,1436900118
0.000000,0.000000,0.000000,0
100.000000,-3.193623,-60.572746,1410679110
100.000000,-3.193158,-60.582336,1407226048
